game_id,date,win_percentage,home_team,away_team,home_team_recent_10,away_team_recent_10,result
5017,17-09-20,6.10 (13.9%) 4.20 (20.2%) 1.29 (65.8%),함부르크,도르트문,3승2무5패,4승3무3패,0
5018,17-09-20,1.24 (68.5%) 4.05 (21%) 8.10 (10.5%),아탈란타,크로토네,5승3무2패,4승2무4패,1
5019,17-09-20,1.30 (65.4%) 4.20 (20.2%) 5.90 (14.4%),유벤투스,피오렌티,5승1무4패,4승2무4패,1
5022,17-09-20,2.55 (33.3%) 3.25 (26.2%) 2.10 (40.5%),우디네세,토리노,2승2무6패,4승4무2패,0
5023,17-09-20,2.25 (37.8%) 2.95 (28.8%) 2.55 (33.4%),쾰른,E프랑크,2승3무5패,1승3무6패,0
5024,17-09-20,2.45 (34.7%) 3.15 (27%) 2.22 (38.3%),H베를린,레버쿠젠,2승3무5패,3승3무4패,1
5026,17-09-21,1.35 (63%) 3.85 (22.1%) 5.70 (14.9%),울산현대,전남드래,5승4무1패,1승4무5패,1
5032,17-09-22,1.35 (63%) 3.85 (22.1%) 5.70 (14.9%),울산현대,전남드래,5승4무1패,1승4무5패,1
5035,17-09-22,1.90 (44.7%) 3.15 (27%) 3.00 (28.3%),FC안양,안산그리,2승3무5패,2승3무5패,1
5037,17-09-22,1.73 (49.2%) 3.25 (26.2%) 3.45 (24.7%),수원FC,대전시티,1승3무6패,3승3무4패,1
5039,17-09-22,1.50 (56.7%) 3.45 (24.6%) 4.55 (18.7%),에버턴,본머스,3승2무5패,4승2무4패,1
5040,17-09-22,4.85 (17.5%) 3.35 (25.4%) 1.49 (57%),사우샘프,맨체스U,3승3무4패,7승1무2패,0
5041,17-09-22,4.85 (17.5%) 3.50 (24.3%) 1.46 (58.2%),스토크,첼시,3승3무4패,5승2무3패,0
5042,17-09-22,2.45 (34.7%) 2.90 (29.3%) 2.36 (36%),브라이턴,뉴캐슬,2승2무6패,6승0무4패,1
5044,17-09-22,2.08 (40.9%) 2.95 (28.8%) 2.80 (30.4%),스완지,왓포드,6승2무2패,2승2무6패,0
5045,17-09-22,3.70 (22.9%) 3.20 (26.5%) 1.68 (50.5%),레스터,리버풀,3승2무5패,5승3무2패,0
5046,17-09-22,1.75 (48.6%) 3.10 (27.5%) 3.55 (24%),가시와,FC도쿄,6승4무0패,3승2무5패,1
5047,17-09-22,1.45 (58.7%) 3.55 (24%) 4.90 (17.4%),라이프치,E프랑크,3승3무4패,2승2무6패,1
5048,17-09-22,1.92 (44.3%) 3.10 (27.4%) 3.00 (28.3%),호펜하임,샬케04,4승3무3패,4승3무3패,1
5051,17-09-22,1.56 (54.5%) 3.50 (24.3%) 4.00 (21.3%),경남FC,부천FC,7승1무2패,5승1무4패,1
5052,17-09-22,1.92 (44.3%) 3.00 (28.3%) 3.10 (27.4%),성남FC,아산무궁,4승3무3패,3승2무5패,1
5053,17-09-22,1.24 (68.5%) 4.45 (19.1%) 6.90 (12.3%),도르트문,묀헨글라,4승3무3패,3승6무1패,1
5054,17-09-22,1.28 (66.3%) 4.30 (19.7%) 6.10 (13.9%),유벤투스,토리노,6승1무3패,4승4무2패,1
5056,17-09-22,1.88 (45.2%) 3.00 (28.3%) 3.20 (26.5%),메스,트루아AC,3승1무6패,1승3무6패,0
5057,17-09-22,1.51 (56.3%) 3.40 (25%) 4.55 (18.7%),보르도,갱강,3승7무0패,5승0무5패,1
5058,17-09-22,1.73 (49.1%) 3.00 (28.3%) 3.75 (22.6%),SM캉,아미앵,4승1무5패,2승0무5패,1
5059,17-09-22,3.30 (25.7%) 3.20 (26.5%) 1.78 (47.7%),삼프도리,AC밀란,2승5무3패,6승0무4패,1
5062,17-09-22,1.83 (46.4%) 3.05 (27.8%) 3.30 (25.7%),크로토네,베네벤토,4승1무5패,2승2무6패,1
5063,17-09-22,2.45 (34.7%) 3.10 (27.4%) 2.24 (37.9%),헤타페,비야레알,3승4무3패,4승2무4패,1
5065,17-09-22,1.94 (43.8%) 3.15 (27%) 2.90 (29.3%),칼리아리,키에보,4승1무5패,2승4무4패,0
5066,12-04-15,1.29 (65.8%) 4.20 (20.2%) 6.10 (13.9%),셀틱,하트오브,,,0
5067,12-04-15,1.05 (81%) 6.20 (13.7%) 16.00 (5.3%),아약스,데그라프,9승0무1패,2승0무8패,1
5069,12-04-15,1.38 (61.6%) 3.85 (22.1%) 5.20 (16.3%),묀헨글라,쾰른,2승5무3패,1승2무7패,1
5071,12-04-15,1.90 (44.7%) 3.15 (27%) 3.00 (28.3%),사라고사,그라나다,4승1무5패,3승2무5패,1
5072,12-04-15,3.15 (27%) 3.05 (27.8%) 1.88 (45.2%),로리앙,몽펠리에,1승3무6패,6승2무2패,1
5074,17-09-22,1.27 (66.9%) 4.35 (19.5%) 6.30 (13.5%),레버쿠젠,함부르크,3승3무4패,3승2무5패,1
5075,17-09-22,1.89 (45%) 3.25 (26.2%) 2.95 (28.8%),소시에다,발렌시아,5승3무2패,4승3무3패,0
5076,17-09-22,1.39 (61.2%) 3.70 (23%) 5.40 (15.8%),마르세유,툴루즈,6승2무2패,2승3무5패,1
5077,17-09-22,2.50 (34%) 2.75 (30.9%) 2.42 (35.1%),RC스트라,낭트,2승1무7패,5승1무4패,0
5078,17-09-22,2.03 (41.9%) 3.20 (26.6%) 2.70 (31.5%),에이바르,셀타비고,3승1무6패,1승3무6패,0
5079,17-09-22,1.75 (48.5%) 3.20 (26.5%) 3.40 (25%),사수올로,볼로냐,4승2무4패,2승2무6패,0
5080,17-09-22,1.77 (48%) 3.10 (27.4%) 3.45 (24.6%),라스팔마,레가네스,2승0무8패,4승3무3패,0
5082,17-09-22,5.10 (16.6%) 3.60 (23.6%) 1.42 (59.8%),웨스트햄,토트넘,4승1무5패,5승2무3패,0
5083,17-09-22,4.65 (18.3%) 3.50 (24.3%) 1.48 (57.4%),릴OSC,모나코,3승2무5패,7승1무2패,0
5085,17-09-22,2.06 (41.3%) 3.00 (28.3%) 2.80 (30.4%),마인츠05,H베를린,2승2무6패,3승3무4패,1
5086,17-09-22,1.53 (55.6%) 3.70 (23%) 3.95 (21.5%),헤라클레,로다JC,4승2무4패,2승1무7패,1
5087,17-09-22,2.90 (29.3%) 3.60 (23.6%) 1.81 (47%),위트레흐,PSV,6승0무4패,7승2무1패,0
5088,17-09-22,1.96 (43.4%) 3.30 (25.8%) 2.75 (30.9%),흐로닝언,트벤테,3승3무4패,2승0무8패,1
5089,17-09-22,1.99 (42.8%) 3.05 (27.9%) 2.90 (29.3%),덴하그,스파로테,3승2무5패,3승2무5패,1
5090,17-09-23,1.73 (49.1%) 3.20 (26.6%) 3.50 (24.3%),에스파뇰,데포라코,4승2무4패,2승3무5패,1
5091,17-09-23,1.77 (48%) 3.10 (27.4%) 3.45 (24.6%),라스팔마,레가네스,2승0무8패,4승3무3패,0
5093,17-09-23,1.89 (45%) 3.25 (26.2%) 2.95 (28.8%),소시에다,발렌시아,5승3무2패,4승3무3패,0
5094,17-09-23,2.45 (34.7%) 3.10 (27.4%) 2.24 (37.9%),헤타페,비야레알,3승4무3패,4승2무4패,1
5095,17-09-23,2.45 (34.7%) 2.90 (29.3%) 2.36 (36%),브라이턴,뉴캐슬,2승2무6패,6승0무4패,1
5096,17-09-23,2.03 (41.9%) 3.20 (26.6%) 2.70 (31.5%),에이바르,셀타비고,3승1무6패,1승3무6패,0
5097,17-09-24,1.77 (48%) 3.10 (27.4%) 3.45 (24.6%),라스팔마,레가네스,2승0무8패,4승3무3패,0
5100,17-09-24,2.45 (34.7%) 2.90 (29.3%) 2.36 (36%),브라이턴,뉴캐슬,2승2무6패,6승0무4패,1
5101,17-09-24,1.89 (45%) 3.25 (26.2%) 2.95 (28.8%),소시에다,발렌시아,5승3무2패,4승3무3패,0
5103,17-09-25,1.64 (51.8%) 3.30 (25.8%) 3.80 (22.4%),모나코,포르투,7승1무2패,8승0무2패,0
5104,17-09-25,2.65 (32.1%) 3.25 (26.2%) 2.04 (41.7%),도르트문,레알마드,5승2무3패,7승2무1패,0
5105,17-09-25,4.75 (17.9%) 3.50 (24.3%) 1.47 (57.8%),C모스크,맨체스U,7승2무1패,8승1무1패,0
5106,17-09-25,1.18 (72%) 4.80 (17.7%) 8.30 (10.2%),아스널,브로미치,5승2무3패,3승2무5패,1
5107,17-09-25,1.69 (50.2%) 3.10 (27.4%) 3.80 (22.3%),베티스,레반테,4승2무4패,4승4무2패,1
5108,17-09-25,7.30 (11.6%) 4.70 (18.1%) 1.21 (70.2%),아포엘,토트넘,4승1무5패,5승2무3패,0
5109,17-09-25,1.04 (81.8%) 6.90 (12.3%) 14.50 (5.9%),나폴리,페예노르,9승0무1패,6승1무3패,1
5110,17-09-25,1.03 (82.5%) 7.00 (12.1%) 16.00 (5.3%),세비야,마리보르,6승3무1패,3승3무4패,1
5111,17-09-25,1.94 (43.8%) 3.00 (28.3%) 3.05 (27.9%),알힐랄,페르세폴,8승2무0패,6승3무1패,1
5112,17-09-25,2.60 (32.7%) 3.05 (27.9%) 2.16 (39.4%),베식타스,라이프치,8승1무1패,4승3무3패,1
5114,17-09-25,6.50 (13.1%) 3.85 (22.1%) 1.31 (64.9%),카라바흐,AS로마,4승1무5패,5승3무2패,0
5115,17-09-25,7.30 (11.6%) 4.40 (19.3%) 1.23 (69%),스포르CP,바르셀로,8승2무0패,7승1무2패,0
5116,17-09-25,1.81 (46.9%) 3.25 (26.1%) 3.15 (27%),아산무궁,대전시티,3승1무6패,3승2무5패,1
5117,17-09-25,1.76 (48.4%) 3.45 (24.7%) 3.15 (27%),PSG,바이뮌헨,8승1무1패,5승2무3패,1
5118,17-09-25,2.85 (29.8%) 3.05 (27.9%) 2.01 (42.3%),바젤,SL벤피카,1승3무6패,5승1무4패,1
5119,17-09-25,2.05 (41.4%) 2.90 (29.3%) 2.90 (29.3%),AT마드,첼시,5승5무0패,6승2무2패,0
5120,17-09-25,1.97 (43.1%) 3.15 (27%) 2.85 (29.8%),안더레흐,셀틱,4승3무3패,7승1무2패,0
5121,12-04-16,1.17 (72.6%) 4.50 (18.9%) 10.00 (8.5%),아스널,위건,8승0무2패,4승4무2패,0
5122,12-04-16,2.15 (39.5%) 3.20 (26.5%) 2.50 (34%),헤타페,세비야,4승3무3패,6승1무3패,1
5123,12-04-16,2.45 (34.7%) 3.35 (25.4%) 2.13 (39.9%),바이뮌헨,레알마드,7승2무1패,7승3무0패,1
5124,12-04-16,1.45 (58.6%) 3.35 (25.4%) 5.30 (16%),스타드렌,OGC니스,3승3무4패,4승4무2패,1
5125,17-09-26,6.50 (13.1%) 3.85 (22.1%) 1.31 (64.9%),카라바흐,AS로마,4승1무5패,5승3무2패,0
5126,17-09-26,4.75 (17.9%) 3.50 (24.3%) 1.47 (57.8%),C모스크,맨체스U,7승2무1패,8승1무1패,0
5127,17-09-26,1.76 (48.4%) 3.45 (24.7%) 3.15 (27%),PSG,바이뮌헨,8승1무1패,5승2무3패,1
5128,17-09-26,2.85 (29.8%) 3.05 (27.9%) 2.01 (42.3%),바젤,SL벤피카,1승3무6패,5승1무4패,1
5129,17-09-26,2.05 (41.4%) 2.90 (29.3%) 2.90 (29.3%),AT마드,첼시,5승5무0패,6승2무2패,0
5130,17-09-26,1.97 (43.1%) 3.15 (27%) 2.85 (29.8%),안더레흐,셀틱,4승3무3패,7승1무2패,0
5131,17-09-27,5.20 (16.3%) 3.70 (23%) 1.40 (60.7%),바테보리,아스널,2승3무5패,5승2무3패,0
5133,17-09-27,1.85 (46%) 3.15 (27%) 3.15 (27%),제니트,소시에다,6승3무1패,4승3무3패,1
5135,17-09-27,2.27 (37.4%) 3.05 (27.9%) 2.45 (34.7%),잘츠부르,마르세유,4승4무2패,6승2무2패,1
5136,17-09-27,2.60 (32.7%) 3.00 (28.3%) 2.18 (39%),루가노,FCSB,0승0무1패,3승5무2패,0
5137,17-09-27,1.88 (45.2%) 3.05 (27.8%) 3.15 (27%),플젠,H베르셰,2승4무4패,4승1무5패,1
5138,17-09-27,3.00 (28.3%) 3.05 (27.9%) 1.94 (43.8%),외스테르,H베를린,1승0무0패,3승3무4패,1
5139,17-09-27,2.03 (41.9%) 3.00 (28.3%) 2.85 (29.8%),코니아스,비토리SC,3승0무7패,3승2무5패,1
5140,17-09-27,3.40 (25%) 3.05 (27.8%) 1.80 (47.2%),파르티잔,D키예프,3승3무4패,4승3무3패,0
5141,17-09-29,1.93 (44%) 1.52 (55.9%),포항스틸(U2.5),상주상무,2승3무5패,2승2무6패,0
5142,17-09-29,3.20 (26.6%) 3.25 (26.2%) 1.80 (47.3%),전남드래,FC서울,1승4무5패,4승4무2패,0
5145,17-09-30,7.70 (11%) 4.40 (19.3%) 1.22 (69.7%),허더즈필,토트넘,3승5무2패,6승2무2패,0
5146,17-09-30,2.45 (34.7%) 3.00 (28.3%) 2.30 (37%),스토크,사우샘프,3승2무5패,3승3무4패,1
5149,17-09-30,1.61 (52.8%) 3.35 (25.4%) 3.90 (21.8%),웨스트햄,스완지,4승1무5패,5승2무3패,1
5150,17-09-30,3.05 (27.9%) 3.25 (26.2%) 1.85 (45.9%),프라이부,호펜하임,1승5무4패,4승2무4패,1
5151,17-09-30,2.24 (38%) 3.20 (26.6%) 2.40 (35.5%),AC밀란,AS로마,7승0무3패,6승2무2패,0
5152,17-10-01,1.12 (75.9%) 5.30 (16%) 10.50 (8.1%),아스널,브라이턴,6승2무2패,3승2무5패,1
5153,17-10-01,1.57 (54.2%) 3.40 (25%) 4.10 (20.8%),발렌시아,빌바오,5승3무2패,4승3무3패,1
5154,17-10-01,1.62 (52.5%) 3.15 (27%) 4.15 (20.5%),비야레알,에이바르,4승2무4패,3승0무7패,1
5157,12-04-18,1.53 (55.6%) 3.40 (25%) 4.40 (19.3%),성남FC,센트럴코,,,1
5158,12-04-18,3.50 (24.3%) 3.35 (25.4%) 1.69 (50.3%),첼시,바르셀로,,,1
5159,12-04-18,1.87 (45.5%) 3.25 (26.2%) 3.00 (28.3%),AT마드,발렌시아,,,1
5160,12-04-18,2.40 (35.4%) 3.05 (27.8%) 2.31 (36.8%),애들레이,포항스틸,,,1
5161,12-04-18,2.03 (41.8%) 3.25 (26.1%) 2.65 (32%),스포르CP,빌바오,,,1
5162,17-10-03,3.90 (21.8%) 3.15 (27%) 1.66 (51.2%),아제르바,체코,,,0
5163,17-10-03,3.15 (27%) 3.20 (26.6%) 1.83 (46.4%),몬테네그,덴마크,,,0
5165,17-10-03,2.08 (40.9%) 2.95 (28.8%) 2.80 (30.4%),스코틀랜,슬로바키,,,1
5166,17-10-05,1.30 (65.4%) 3.90 (21.8%) 6.60 (12.9%),콜롬비아,파라과이,,,0
5168,17-10-05,1.23 (69.1%) 4.35 (19.5%) 7.50 (11.3%),칠레,에콰도르,,,1
5169,17-10-05,3.15 (27%) 3.20 (26.6%) 1.83 (46.4%),몬테네그,덴마크,,,0
5172,17-10-05,10.00 (8.5%) 5.00 (17%) 1.14 (74.5%),북아일랜,독일,,,0
5174,17-10-06,3.80 (22.3%) 3.00 (28.3%) 1.72 (49.4%),조지아,웨일즈,,,0
5175,17-10-06,1.46 (58.2%) 3.45 (24.6%) 4.95 (17.2%),미국,파나마,,,1
5176,17-10-06,3.45 (24.6%) 3.10 (27.4%) 1.77 (48%),오스트리,세르비아,,,1
5178,17-10-06,1.68 (50.5%) 3.20 (26.5%) 3.70 (22.9%),러시아,한국,,,1
5179,17-10-06,2.60 (32.7%) 3.10 (27.4%) 2.13 (39.9%),보스니아,벨기에,,,0
5180,17-10-06,1.78 (47.8%) 3.05 (27.9%) 3.50 (24.3%),강원FC,인천유나,2승3무5패,3승6무1패,1
5181,17-10-06,2.50 (34%) 2.80 (30.3%) 2.38 (35.7%),전남드래,대구FC,1승4무5패,3승5무2패,0
5186,17-10-06,1.84 (46.3%) 3.00 (28.4%) 3.35 (25.4%),경남FC,부산아이,6승1무3패,6승4무0패,1
5187,17-10-06,2.55 (33.3%) 3.20 (26.6%) 2.12 (40.1%),제주유나,전북현대,6승4무0패,5승3무2패,0
5188,17-10-06,3.30 (25.8%) 3.25 (26.2%) 1.77 (48.1%),상주상무,FC서울,2승3무5패,4승4무2패,0
5189,17-10-06,13.00 (6.5%) 6.10 (14%) 1.07 (79.5%),지브롤터,에스토니,,,0
5190,17-10-06,5.70 (14.9%) 3.50 (24.3%) 1.40 (60.8%),키프로스,그리스,,,0
5191,17-10-07,1.62 (52.5%) 1.79 (47.5%),러시아(U2.5),한국,,,0
5192,17-10-07,1.14 (74.6%) 4.90 (17.3%) 10.50 (8.1%),스위스,헝가리,,,1
5193,17-10-07,9.40 (9%) 5.20 (16.3%) 1.14 (74.6%),벨라루스,네덜란드,,,0
5195,17-10-07,11.50 (7.4%) 5.80 (14.7%) 1.09 (78%),불가리아,프랑스,,,0
5196,17-10-07,1.60 (53.1%) 3.15 (27%) 4.25 (20%),아산무궁,서울이랜,5승0무5패,4승4무2패,1
5198,17-10-07,2.50 (34%) 2.80 (30.3%) 2.38 (35.7%),전남드래,대구FC,1승4무5패,3승5무2패,0
5200,17-10-07,2.55 (33.3%) 3.20 (26.6%) 2.12 (40.1%),제주유나,전북현대,6승4무0패,5승3무2패,0
5201,17-10-07,1.27 (67%) 4.15 (20.5%) 6.80 (12.5%),폴란드,몬테네그,,,1
5203,17-10-07,7.40 (11.5%) 4.25 (20%) 1.24 (68.5%),리투아니,잉글랜드,,,0
5206,17-10-07,2.30 (37%) 2.75 (30.9%) 2.65 (32.1%),노르웨이,북아일랜,,,1
5207,17-10-09,1.07 (79.5%) 5.90 (14.4%) 14.00 (6.1%),세르비아,조지아,,,1
5209,17-10-09,2.09 (40.7%) 2.75 (30.9%) 3.00 (28.4%),웨일즈,아일랜드,,,0
5210,17-10-09,5.20 (16.3%) 3.45 (24.6%) 1.44 (59%),알바니아,이탈리아,,,0
5211,17-10-09,6.50 (13.1%) 3.95 (21.5%) 1.30 (65.4%),몰도바,오스트리,,,0
5212,17-10-09,1.53 (55.5%) 3.15 (27%) 4.85 (17.5%),포르투갈,스위스,,,1
5213,17-10-09,2.06 (41.3%) 3.05 (27.9%) 2.75 (30.9%),모로코,한국,,,1
5214,17-10-09,1.62 (52.5%) 3.25 (26.2%) 4.00 (21.3%),파나마,코스타리,,,1
5216,17-10-10,1.71 (49.6%) 3.30 (25.7%) 3.45 (24.6%),네덜란드,스웨덴,,,1
5218,17-10-10,5.70 (14.9%) 3.85 (22.1%) 1.35 (63%),에스토니,보스니아,,,0
5219,17-10-10,2.24 (37.9%) 2.90 (29.3%) 2.60 (32.7%),온두라스,멕시코,,,1
5220,17-10-10,8.30 (10.2%) 4.50 (18.9%) 1.20 (70.8%),트리니다,미국,,,1
5221,17-10-10,1.53 (55.5%) 3.40 (25%) 4.35 (19.5%),브라질,칠레,,,1
5222,17-10-10,1.24 (68.6%) 4.15 (20.5%) 7.80 (10.9%),파라과이,베네수엘,,,0
5224,17-10-10,6.10 (14%) 3.55 (24%) 1.37 (62.1%),에콰도르,아르헨티,,,0
5225,17-10-13,1.32 (64.4%) 3.85 (22.1%) 6.30 (13.5%),경남FC,서울이랜,6승1무3패,4승3무3패,1
5226,17-10-13,3.05 (27.9%) 3.05 (27.9%) 1.92 (44.3%),수원FC,부산아이,2승3무5패,5승4무1패,0
5227,17-10-13,3.20 (26.6%) 3.15 (27%) 1.83 (46.4%),대전시티,부천FC,2승2무6패,4승2무4패,0
5228,17-10-13,1.68 (50.6%) 3.15 (27%) 3.80 (22.4%),성남FC,FC안양,4승4무2패,2승4무4패,1
5229,17-10-13,3.25 (26.2%) 3.10 (27.4%) 1.83 (46.4%),안산그리,아산무궁,3승2무5패,5승0무5패,0
5230,17-10-13,1.35 (63%) 4.05 (21%) 5.30 (16%),가와사키,센다이,7승1무2패,5승0무5패,1
5232,17-10-13,1.80 (47.2%) 3.05 (27.8%) 3.40 (25%),슈투트가,쾰른,3승2무5패,1승1무8패,1
5233,17-10-13,2.07 (41.1%) 3.25 (26.2%) 2.60 (32.7%),리옹,모나코,3승6무1패,6승2무2패,1
5235,17-10-13,2.70 (31.5%) 3.00 (28.4%) 2.12 (40.1%),시미즈,이와타,2승1무7패,4승4무2패,0
5236,17-10-13,1.49 (57.1%) 3.55 (24%) 4.50 (18.9%),G오사카,니가타,2승3무5패,0승4무6패,0
5237,17-10-13,1.42 (59.9%) 3.90 (21.8%) 4.65 (18.3%),제주유나,강원FC,5승4무1패,3승3무4패,1
5238,17-10-13,1.68 (50.6%) 1.72 (49.4%),포항스틸(U2.5),인천유나,2승5무3패,3승5무2패,0
5240,17-10-13,1.83 (46.4%) 3.20 (26.6%) 3.15 (27%),포항스틸,인천유나,2승5무3패,3승5무2패,1
5241,17-10-13,2.17 (39.2%) 3.10 (27.5%) 2.55 (33.4%),전남드래,광주FC,0승4무6패,0승4무6패,0
5243,17-10-13,1.88 (45.2%) 3.00 (28.3%) 3.20 (26.5%),수원삼성,울산현대,3승4무3패,5승4무1패,1
5244,17-10-13,1.07 (79.5%) 6.10 (14%) 13.00 (6.5%),토트넘,본머스,7승2무1패,3승2무5패,1
5248,17-10-13,1.88 (45.2%) 3.00 (28.3%) 3.20 (26.5%),스완지,허더즈필,4승2무4패,3승4무3패,1
5249,17-10-13,4.90 (17.4%) 3.55 (24%) 1.45 (58.7%),왓포드,아스널,3승3무4패,7승1무2패,1
5251,17-10-13,1.61 (52.7%) 3.30 (25.7%) 3.95 (21.5%),마인츠05,함부르크,3승2무5패,3승3무4패,1
5252,17-10-13,2.20 (38.6%) 3.10 (27.4%) 2.50 (34%),빌바오,세비야,3승3무4패,6승3무1패,1
5253,17-10-13,6.50 (13.1%) 4.25 (20%) 1.27 (66.9%),크리스탈,첼시,2승0무8패,7승1무2패,1
5254,17-10-13,9.70 (8.8%) 5.30 (16%) 1.13 (75.2%),헤타페,레알마드,3승3무4패,7승2무1패,0
5255,17-10-13,2.11 (40.3%) 2.95 (28.8%) 2.75 (30.9%),하노버96,E프랑크,5승4무1패,3승2무5패,0
5256,17-10-13,1.35 (62.9%) 4.15 (20.5%) 5.10 (16.6%),유벤투스,라치오,7승1무2패,8승1무1패,0
5257,17-10-13,1.44 (59%) 3.80 (22.3%) 4.55 (18.7%),도르트문,라이프치,6승2무2패,5승2무3패,0
5259,17-10-13,1.80 (47.2%) 3.40 (25%) 3.05 (27.8%),위트레흐,헤이렌베,5승1무4패,5승2무3패,1
5260,17-10-13,3.00 (28.3%) 3.10 (27.4%) 1.92 (44.3%),알라베스,소시에다,2승1무7패,4승2무4패,0
5261,17-10-13,2.21 (38.5%) 3.45 (24.6%) 2.30 (37%),로다JC,브레다,2승0무8패,2승1무7패,1
5262,17-10-13,2.19 (38.8%) 2.75 (30.9%) 2.80 (30.3%),SM캉,앙제SCO,5승1무4패,2승6무2패,0
5264,17-10-13,2.40 (35.4%) 3.25 (26.2%) 2.21 (38.5%),AS로마,나폴리,6승2무2패,9승0무1패,0
5265,17-10-13,5.30 (16%) 4.15 (20.5%) 1.34 (63.4%),VVV펜로,PSV,4승4무2패,8승1무1패,0
5267,17-10-13,2.45 (34.7%) 3.00 (28.3%) 2.30 (37%),지로나,비야레알,2승4무4패,4승2무4패,0
5268,17-10-13,2.80 (30.4%) 3.15 (27%) 1.99 (42.7%),사간도스,C오사카,5승2무3패,3승3무4패,0
5269,17-10-13,2.45 (34.7%) 3.00 (28.3%) 2.30 (37%),삼프도리,아탈란타,3승4무3패,4승4무2패,1
5270,17-10-14,6.50 (13.1%) 4.25 (20%) 1.27 (66.9%),크리스탈,첼시,2승0무8패,7승1무2패,1
5271,17-10-14,3.00 (28.3%) 3.10 (27.4%) 1.92 (44.3%),알라베스,소시에다,2승1무7패,4승2무4패,0
5274,17-10-14,2.11 (40.3%) 2.95 (28.8%) 2.75 (30.9%),하노버96,E프랑크,5승4무1패,3승2무5패,0
5275,17-10-14,1.73 (49.1%) 1.67 (50.9%),전북현대(U2.5),FC서울,5승3무2패,5승4무1패,1
5276,17-10-14,1.67 (50.9%) 1.73 (49.1%),전남드래(U2.5),광주FC,0승4무6패,0승4무6패,0
5278,17-10-14,2.80 (30.4%) 3.15 (27%) 1.99 (42.7%),사간도스,C오사카,5승2무3패,3승3무4패,0
5279,17-10-14,3.20 (26.6%) 3.15 (27%) 1.83 (46.4%),대전시티,부천FC,2승2무6패,4승2무4패,0
5281,17-10-14,2.17 (39.2%) 3.10 (27.5%) 2.55 (33.4%),전남드래,광주FC,0승4무6패,0승4무6패,0
5283,17-10-15,1.63 (52.2%) 1.78 (47.8%),수원삼성(U2.5),울산현대,3승4무3패,5승4무1패,1
5284,17-10-15,1.72 (49.4%) 3.05 (27.9%) 3.75 (22.7%),볼로냐,스팔2013,3승2무5패,2승3무5패,1
5285,17-10-15,1.86 (45.6%) 3.20 (26.5%) 3.05 (27.8%),인터밀란,AC밀란,9승1무0패,6승0무4패,1
5286,17-10-15,2.17 (39.2%) 3.10 (27.5%) 2.55 (33.4%),전남드래,광주FC,0승4무6패,0승4무6패,0
5287,17-10-15,2.45 (34.7%) 3.00 (28.3%) 2.30 (37%),지로나,비야레알,2승4무4패,4승2무4패,0
5289,17-10-15,1.52 (56%) 3.65 (23.3%) 4.10 (20.8%),피오렌티,우디네세,3승2무5패,3승1무6패,1
5291,17-10-15,1.98 (42.9%) 3.00 (28.3%) 2.95 (28.8%),칼리아리,제노아,3승1무6패,2승2무6패,0
5294,17-10-15,2.13 (39.9%) 2.85 (29.8%) 2.80 (30.3%),말라가,레가네스,1승2무7패,4승4무2패,0
5296,17-10-16,1.43 (59.5%) 3.70 (23%) 4.85 (17.5%),맨체스C,나폴리,9승1무0패,9승0무1패,1
5297,17-10-16,1.62 (52.5%) 3.35 (25.4%) 3.85 (22.1%),모나코,베식타스,5승2무3패,6승2무2패,0
5300,17-10-16,3.00 (28.3%) 3.15 (27%) 1.90 (44.7%),페예노르,SH도네츠,5승1무4패,8승0무2패,0
5301,17-10-16,1.76 (48.3%) 3.10 (27.4%) 3.50 (24.3%),헬라스,베네벤토,1승5무4패,1승1무8패,1
5302,17-10-16,2.29 (37.2%) 2.95 (28.8%) 2.50 (34%),라스팔마,셀타비고,2승0무8패,2승3무5패,0
5303,17-10-16,4.10 (20.7%) 3.00 (28.3%) 1.67 (50.9%),스파모스,세비야,3승5무2패,6승2무2패,1
5304,17-10-16,2.23 (38.1%) 3.30 (25.8%) 2.35 (36.2%),우라와,상하이상,2승6무2패,5승3무2패,1
5305,17-10-16,4.75 (17.9%) 3.40 (25%) 1.49 (57%),SL벤피카,맨체스U,5승2무3패,8승2무0패,0
5306,17-10-16,1.74 (48.8%) 3.15 (27%) 3.50 (24.3%),C모스크,바젤,5승3무2패,1승3무6패,0
5307,17-10-16,1.23 (69.2%) 4.55 (18.7%) 7.00 (12.2%),유벤투스,스포르CP,7승1무2패,6승3무1패,1
5309,17-10-17,1.43 (59.5%) 3.70 (23%) 4.85 (17.5%),맨체스C,나폴리,9승1무0패,9승0무1패,1
5310,17-10-17,1.62 (52.5%) 3.35 (25.4%) 3.85 (22.1%),모나코,베식타스,5승2무3패,6승2무2패,0
5311,17-10-17,3.00 (28.3%) 3.15 (27%) 1.90 (44.7%),페예노르,SH도네츠,5승1무4패,8승0무2패,0
5312,17-10-17,1.87 (45.5%) 3.05 (27.9%) 3.20 (26.6%),라이프치,포르투,5승2무3패,8승1무1패,1
5313,17-10-18,1.01 (84.2%) 7.50 (11.3%) 19.00 (4.5%),바르셀로,올림피아,9승1무0패,4승3무3패,1
5314,17-10-18,4.75 (17.9%) 3.40 (25%) 1.49 (57%),SL벤피카,맨체스U,5승2무3패,8승2무0패,0
5316,12-04-21,1.55 (54.8%) 3.40 (25%) 4.20 (20.2%),H베를린,카이저슬,2승2무6패,0승2무8패,0
